Item number,Title,Variation details,Custom label (SKU),Available quantity,Format,Currency,Start price,Auction Buy It Now price,Reserve price,Current price,Sold quantity,Views (future),Watchers,Bids,Start date,End date,eBay category 1 name,eBay category 1 number,eBay category 2 name,eBay category 2 number,Condition,CD:Professional Grader - (ID: 27501),CD:Grade - (ID: 27502),CDA:Certification Number - (ID: 27503),CD:Card Condition - (ID: 40001),eBay Product ID(ePID),Listing site,P:UPC,P:EAN,P:ISBN
"386900542132",Silver Tone Chain + Half Moon & Heart Silver Tone Pendant Luminescent Necklace,Color-=Love blue,CJZBLXDZ00003-Love blue,"30","FIXED_PRICE","USD",6.99,,,,"0",,,,"Apr-01-24 13:48:26 PDT","Aug-01-24 13:48:26 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386900542132",Silver Tone Chain + Half Moon & Heart Silver Tone Pendant Luminescent Necklace,Color-=Love green,CJZBLXDZ00003-Love green,"30","FIXED_PRICE","USD",6.99,,,,"0",,,,"Apr-01-24 13:48:26 PDT","Aug-01-24 13:48:26 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386900542132",Silver Tone Chain + Half Moon & Heart Silver Tone Pendant Luminescent Necklace,Color-=Love light blue,CJZBLXDZ00003-Love light blue,"30","FIXED_PRICE","USD",6.99,,,,"0",,,,"Apr-01-24 13:48:26 PDT","Aug-01-24 13:48:26 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386900542132",Silver Tone Chain + Half Moon & Heart Silver Tone Pendant Luminescent Necklace,Color-=Love purple,CJZBLXDZ00003-Love purple,"30","FIXED_PRICE","USD",6.99,,,,"0",,,,"Apr-01-24 13:48:26 PDT","Aug-01-24 13:48:26 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386900542132",Silver Tone Chain + Half Moon & Heart Silver Tone Pendant Luminescent Necklace,Color-=NY346 Bluegreen,CJZBLXDZ00003-NY346 Bluegreen,"30","FIXED_PRICE","USD",6.99,,,,"0",,,,"Apr-01-24 13:48:26 PDT","Aug-01-24 13:48:26 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386900554606",Gold Or Silver Tone Chain + Stick Figure Middle Finger Pendant Costume Necklace,Color-=Gold;Gold and Silver;Golden earrings;Silver;Silver earrings,CJLX1499861,"100","FIXED_PRICE","USD",7.95,,,7.95,"0","","","","Apr-01-24 14:01:00 PDT","Aug-01-24 14:01:00 PDT","Necklaces & Pendants","155101","","","New with tags","","","","","","US","Does not apply","",""
"386900554606",Gold Or Silver Tone Chain + Stick Figure Middle Finger Pendant Costume Necklace,Color-=Gold,CJLX1499861-Gold,"20","FIXED_PRICE","USD",7.95,,,,"0",,,,"Apr-01-24 14:01:00 PDT","Aug-01-24 14:01:00 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386900554606",Gold Or Silver Tone Chain + Stick Figure Middle Finger Pendant Costume Necklace,Color-=Gold and Silver,CJLX1499861-Gold and Silver,"20","FIXED_PRICE","USD",7.95,,,,"0",,,,"Apr-01-24 14:01:00 PDT","Aug-01-24 14:01:00 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386900554606",Gold Or Silver Tone Chain + Stick Figure Middle Finger Pendant Costume Necklace,Color-=Golden earrings,CJLX1499861-Golden earrings,"20","FIXED_PRICE","USD",7.95,,,,"0",,,,"Apr-01-24 14:01:00 PDT","Aug-01-24 14:01:00 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386900554606",Gold Or Silver Tone Chain + Stick Figure Middle Finger Pendant Costume Necklace,Color-=Silver,CJLX1499861-Silver,"20","FIXED_PRICE","USD",7.95,,,,"0",,,,"Apr-01-24 14:01:00 PDT","Aug-01-24 14:01:00 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386900554606",Gold Or Silver Tone Chain + Stick Figure Middle Finger Pendant Costume Necklace,Color-=Silver earrings,CJLX1499861-Silver earrings,"20","FIXED_PRICE","USD",7.95,,,,"0",,,,"Apr-01-24 14:01:00 PDT","Aug-01-24 14:01:00 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386900571073",Three Strand Genuine Abalone Shell Square Beaded Fashion Handmade Necklace,,,"1","FIXED_PRICE","USD",14.95,,,14.95,"0","","","","Apr-01-24 14:19:19 PDT","Aug-01-24 14:19:19 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386900576818",Green Glass Square Bead + Green Genuine Stone Beaded Handmade Fashion Necklace,,,"1","FIXED_PRICE","USD",14.95,,,14.95,"0","","","","Apr-01-24 14:24:53 PDT","Aug-01-24 14:24:53 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386900580532",Genuine Wood Beaded Handmade Artisian Fashion Costume Necklace ,,,"1","FIXED_PRICE","USD",12.95,,,12.95,"0","","","","Apr-01-24 14:28:21 PDT","Aug-01-24 14:28:21 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386900584230",Genuine Handmade Tigers Eye Gemstone Bead + Metallic Beaded Necklace & Earrings,,,"1","FIXED_PRICE","USD",19.95,,,19.95,"0","","","","Apr-01-24 14:33:03 PDT","Aug-01-24 14:33:03 PDT","Jewelry Sets","34071","","","Pre-owned","","","","","","US","","",""
"386900589576",Two (2) Green Glass Beaded Handmade Fashion Necklaces With Green Turtle Pendant,,,"1","FIXED_PRICE","USD",14.95,,,14.95,"0","","","","Apr-01-24 14:36:54 PDT","Aug-01-24 14:36:54 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386900594337",Black Tone Chain + Three Flower Pendants With Black Rhinestones Fashion Necklace,,,"1","FIXED_PRICE","USD",19.98,,,19.98,"0","","","","Apr-01-24 14:41:29 PDT","Aug-01-24 14:41:29 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386900599681",Gold Tone Chain + Six Smaller Red Enamel Teardrops & One Huge Teardrop Necklace,,,"1","FIXED_PRICE","USD",12.95,,,12.95,"0","","1","","Apr-01-24 14:45:42 PDT","Aug-01-24 14:45:42 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386900604854","Three (3) Strand Blue,White,Yellow Cylinder Beaded Fashion Costume Necklace ",,,"1","FIXED_PRICE","USD",12.95,,,12.95,"0","","","","Apr-01-24 14:49:01 PDT","Aug-01-24 14:49:01 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386900608849",Three Strand Heavy Weighted Bead + Faux Pearl Beaded Fashion Costume Necklace ,,,"1","FIXED_PRICE","USD",12.95,,,12.95,"0","","","","Apr-01-24 14:51:43 PDT","Aug-01-24 14:51:43 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386900613924",Lia Sophia Silver Tone Two Strand Yellow & Cream Glass Bead Designer Necklace ,,,"1","FIXED_PRICE","USD",19.95,,,19.95,"0","","","","Apr-01-24 14:55:52 PDT","Aug-01-24 14:55:52 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386900618083",Handmade Blue Glass Bead + Large Glass Bead W/ Flower Design Necklace & Earrings,,,"1","FIXED_PRICE","USD",19.95,,,19.95,"0","","","","Apr-01-24 15:00:22 PDT","Aug-01-24 15:00:22 PDT","Jewelry Sets","34071","","","Pre-owned","","","","","","US","","",""
"386900624638",Handmade Round Green Genuine Stone Bead + Bronze Bead Artisan Fashion Necklace,,,"1","FIXED_PRICE","USD",12.95,,,12.95,"0","","0","","Apr-01-24 15:03:57 PDT","Aug-01-24 15:03:57 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386900635703",Chunky Lime Green Handmade Carved Stone Beaded Fashion Necklace ,,,"1","FIXED_PRICE","USD",14.95,,,14.95,"0","","1","","Apr-01-24 15:06:42 PDT","Aug-01-24 15:06:42 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386900637533",Stella & Dot Black And Gold Wrap Designer Fashion Costume  Bracelet ,,,"1","FIXED_PRICE","USD",12.95,,,12.95,"0","","1","","Apr-01-24 15:09:13 PDT","Aug-01-24 15:09:13 PDT","Bracelets & Charms","261987","","","Pre-owned","","","","","","US","","",""
"386900641692",Long Round Textured Gold Tone Disc Beaded Designer Fashion Costume Necklace,,,"1","FIXED_PRICE","USD",14.95,,,14.95,"0","","","","Apr-01-24 15:12:56 PDT","Aug-01-24 15:12:56 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386900650538",Handmade Brown Bead + Huge Chunky Glass Bubble Beaded Artisan Fashion Necklace,,,"1","FIXED_PRICE","USD",14.95,,,14.95,"0","","","","Apr-01-24 15:17:44 PDT","Aug-01-24 15:17:44 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386904448840",Elegant Green Glass + Black Round Bead + Silver Tone Beaded Fashion Necklace,,,"1","FIXED_PRICE","USD",12.95,,,12.95,"0","","","","Apr-03-24 05:45:36 PDT","Aug-03-24 05:45:36 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386904502223",J Crew Silver Tone Chain + Baby Blue Round Disc Charm Pendant Fashion Necklace,,,"1","FIXED_PRICE","USD",19.95,,,19.95,"0","","1","","Apr-03-24 06:07:18 PDT","Aug-03-24 06:07:18 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386904516473",Heavy & Chunky Faux Pearl Quality Round Bead Beaded Fashion Costume Necklace ,,,"1","FIXED_PRICE","USD",14.92,,,14.92,"0","","","","Apr-03-24 06:12:53 PDT","Aug-03-24 06:12:53 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386904543801",Three Strand Unique Red Yellow Orange Glass Beaded Necklace + Large Red Pendant,,,"1","FIXED_PRICE","USD",14.95,,,14.95,"0","","","","Apr-03-24 06:25:26 PDT","Aug-03-24 06:25:26 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386904556543",Lia Sophia Long Vintage Silver Tone Chain + Red & White Beaded Fashion Necklace,,,"1","FIXED_PRICE","USD",14.95,,,14.95,"0","","","","Apr-03-24 06:30:46 PDT","Aug-03-24 06:30:46 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386906069967",Silver Tone Small Metallic Colored Beaded Fashion Costume Handmade Necklace,,,"1","FIXED_PRICE","USD",12.95,,,12.95,"0","","","","Apr-03-24 21:44:47 PDT","Aug-03-24 21:44:47 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386906076359",Five (5) Strand Clear Bead + Bronze & silver Tone Metal Beaded Fashion Necklace ,,,"1","FIXED_PRICE","USD",12.95,,,12.95,"0","","","","Apr-03-24 21:51:50 PDT","Aug-03-24 21:51:50 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386906081400",Lia Sophia Silver & Gold Tone Ring Design Beaded Designer Fashion Necklace ,,,"0","FIXED_PRICE","USD",14.95,,,14.95,"1","","0","","Apr-03-24 21:56:20 PDT","Aug-03-24 21:56:20 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386906085344",Unique Textured Cream Rectangle Glass Beaded Handmade Fashion Necklace,,,"1","FIXED_PRICE","USD",14.95,,,14.95,"0","","","","Apr-03-24 22:00:04 PDT","Aug-03-24 22:00:04 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386906090906",Handmade Artisan Swirled Design Glass Beaded Fashion Costume Necklace Unisex,,,"1","FIXED_PRICE","USD",14.95,,,14.95,"0","","1","","Apr-03-24 22:03:27 PDT","Aug-03-24 22:03:27 PDT","Necklaces & Pendants","110655","","","Pre-owned","","","","","","US","","",""
"386906100064",Multi Strand Square Abalone Shell & Small Acrylic Bead Fashion Necklace Unisex,,,"1","FIXED_PRICE","USD",14.95,,,14.95,"0","","","","Apr-03-24 22:07:21 PDT","Aug-03-24 22:07:21 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386906110339",Two (2) Strand Bronze Acrylic Small Bead + Red Teardrop Bead Fashion Necklace ,,,"1","FIXED_PRICE","USD",14.95,,,14.95,"0","","","","Apr-03-24 22:11:15 PDT","Aug-03-24 22:11:15 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386906116154",Multi Strand Bronze Acrylic Bead + Oblong Wooden Beaded Fashion Necklace ,,,"1","FIXED_PRICE","USD",12.95,,,12.95,"0","","","","Apr-03-24 22:15:48 PDT","Aug-03-24 22:15:48 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386906120808",Gold Tone Chain + White Rhinestone & Red Acrylic Teardrop Fashion Necklace,,,"1","FIXED_PRICE","USD",12.95,,,12.95,"0","","","","Apr-03-24 22:19:46 PDT","Aug-03-24 22:19:46 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386906125845",Gold Tone Chain + Red Acrylic & Rhinestone 3 Flower Pendant Fashion Necklace,,,"1","FIXED_PRICE","USD",19.95,,,19.95,"0","","","","Apr-03-24 22:25:09 PDT","Aug-03-24 22:25:09 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386906130200",Gold Tone Chain + Leopard Print & Rhinestone Oval Ring Fashion Necklace ,,,"1","FIXED_PRICE","USD",9.95,,,9.95,"0","","","","Apr-03-24 22:29:09 PDT","Aug-03-24 22:29:09 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386906133272",Three (3) Strand Small Acrylic Bead + Round Wooden Pendant Fashion Necklace ,,,"1","FIXED_PRICE","USD",12.95,,,12.95,"0","","","","Apr-03-24 22:32:19 PDT","Aug-03-24 22:32:19 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386906137466",Kenneth Cole Two Strand Silver Tone + Baby Blue Square Bead Fashion Necklace,,,"1","FIXED_PRICE","USD",12.95,,,12.95,"0","","","","Apr-03-24 22:36:18 PDT","Aug-03-24 22:36:18 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386906141251",Long Red Yellow & Green Small & Big Bead Beaded Fashion Costume Necklace Unisex,,,"1","FIXED_PRICE","USD",12.95,,,12.95,"0","","","","Apr-03-24 22:39:51 PDT","Aug-03-24 22:39:51 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386906143876",Handmade Metallic Bead + Round Tiger Eye Bead & Silver Tone Pendant Necklace,,,"1","FIXED_PRICE","USD",12.95,,,12.95,"0","","","","Apr-03-24 22:43:59 PDT","Aug-03-24 22:43:59 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386906147499",Vintage Multi Strand Red Bead + Abalone Shell Chip Beaded Fashion Necklace,,,"0","FIXED_PRICE","USD",14.95,,,14.95,"1","","0","","Apr-03-24 22:48:01 PDT","Aug-03-24 22:48:01 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386906154481",Lia Sophia Long Clear & Black Beaded Designer Fashion Costume Necklace Women’s,,,"1","FIXED_PRICE","USD",14.95,,,14.95,"0","","","","Apr-03-24 22:52:08 PDT","Aug-03-24 22:52:08 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386906583032",Handmade Oval White Cloudy Glass + Small Pink Beaded Handmade Fashion Necklace,,,"1","FIXED_PRICE","USD",14.95,,,14.95,"0","","","","Apr-04-24 03:57:16 PDT","Aug-04-24 03:57:16 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386906589651",Handmade Artisan Genuine Tigers Eye Gemstone Chip Beaded Fashion Necklace,,,"1","FIXED_PRICE","USD",14.95,,,14.95,"0","","","","Apr-04-24 04:00:41 PDT","Aug-04-24 04:00:41 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386906595984",Egyptian Style Round Blue Lucite Beaded Bib Fashion Costume Necklace For Her,,,"1","FIXED_PRICE","USD",19.0,,,19.0,"0","","","","Apr-04-24 04:04:33 PDT","Aug-04-24 04:04:33 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386906601477",Gold Tone Chain W/ Red Green And Brown Color Maple Leaf Pendant Fashion Necklace,,,"1","FIXED_PRICE","USD",14.95,,,14.95,"0","","","","Apr-04-24 04:09:57 PDT","Aug-04-24 04:09:57 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386911204057",Rose Love Abstract.Red melting rose graphic design Clear Case for iPhone®,Size=iPhone 11 Pro Max;iPhone 11 Pro;iPhone 11;iPhone 12 mini;iPhone 12 Pro Max;iPhone 12 Pro;iPhone 12;iPhone 13 mini;iPhone 13 Pro Max;iPhone 13 Pro;iPhone 13;iPhone 14 Plus;iPhone 14 Pro Max;iPhone 14 Pro;iPhone 14;iPhone 15 Plus;iPhone 15 Pro Max;iPhone 15 Pro;iPhone 15;iPhone 7/8;iPhone SE;iPhone X/XS;iPhone XR,PF_661144c9862cf_listing,"23","FIXED_PRICE","USD",14.0,,,14.0,"0","","","","Apr-06-24 05:49:30 PDT","Aug-06-24 05:49:30 PDT","Cases, Covers & Skins","20349","","","New","","","","","","US","Does Not Apply","",""
"386911204057",Rose Love Abstract.Red melting rose graphic design Clear Case for iPhone®,Size=iPhone 11 Pro Max,PF_661144c9862cf_iPhone-11-Pro-Max,"1","FIXED_PRICE","USD",14.0,,,,"0",,,,"Apr-06-24 05:49:30 PDT","Aug-06-24 05:49:30 PDT","Cases, Covers & Skins","20349","","","New",,,,,"","US","Does Not Apply","",""
"386911204057",Rose Love Abstract.Red melting rose graphic design Clear Case for iPhone®,Size=iPhone 11 Pro,PF_661144c9862cf_iPhone-11-Pro,"1","FIXED_PRICE","USD",14.0,,,,"0",,,,"Apr-06-24 05:49:30 PDT","Aug-06-24 05:49:30 PDT","Cases, Covers & Skins","20349","","","New",,,,,"","US","Does Not Apply","",""
"386911204057",Rose Love Abstract.Red melting rose graphic design Clear Case for iPhone®,Size=iPhone 11,PF_661144c9862cf_iPhone-11,"1","FIXED_PRICE","USD",14.0,,,,"0",,,,"Apr-06-24 05:49:30 PDT","Aug-06-24 05:49:30 PDT","Cases, Covers & Skins","20349","","","New",,,,,"","US","Does Not Apply","",""
"386911204057",Rose Love Abstract.Red melting rose graphic design Clear Case for iPhone®,Size=iPhone 12 mini,PF_661144c9862cf_iPhone-12-mini,"1","FIXED_PRICE","USD",14.0,,,,"0",,,,"Apr-06-24 05:49:30 PDT","Aug-06-24 05:49:30 PDT","Cases, Covers & Skins","20349","","","New",,,,,"","US","Does Not Apply","",""
"386911204057",Rose Love Abstract.Red melting rose graphic design Clear Case for iPhone®,Size=iPhone 12 Pro Max,PF_661144c9862cf_iPhone-12-Pro-Max,"1","FIXED_PRICE","USD",14.0,,,,"0",,,,"Apr-06-24 05:49:30 PDT","Aug-06-24 05:49:30 PDT","Cases, Covers & Skins","20349","","","New",,,,,"","US","Does Not Apply","",""
"386911204057",Rose Love Abstract.Red melting rose graphic design Clear Case for iPhone®,Size=iPhone 12 Pro,PF_661144c9862cf_iPhone-12-Pro,"1","FIXED_PRICE","USD",14.0,,,,"0",,,,"Apr-06-24 05:49:30 PDT","Aug-06-24 05:49:30 PDT","Cases, Covers & Skins","20349","","","New",,,,,"","US","Does Not Apply","",""
"386911204057",Rose Love Abstract.Red melting rose graphic design Clear Case for iPhone®,Size=iPhone 12,PF_661144c9862cf_iPhone-12,"1","FIXED_PRICE","USD",14.0,,,,"0",,,,"Apr-06-24 05:49:30 PDT","Aug-06-24 05:49:30 PDT","Cases, Covers & Skins","20349","","","New",,,,,"","US","Does Not Apply","",""
"386911204057",Rose Love Abstract.Red melting rose graphic design Clear Case for iPhone®,Size=iPhone 13 mini,PF_661144c9862cf_iPhone-13-mini,"1","FIXED_PRICE","USD",14.0,,,,"0",,,,"Apr-06-24 05:49:30 PDT","Aug-06-24 05:49:30 PDT","Cases, Covers & Skins","20349","","","New",,,,,"","US","Does Not Apply","",""
"386911204057",Rose Love Abstract.Red melting rose graphic design Clear Case for iPhone®,Size=iPhone 13 Pro Max,PF_661144c9862cf_iPhone-13-Pro-Max,"1","FIXED_PRICE","USD",14.0,,,,"0",,,,"Apr-06-24 05:49:30 PDT","Aug-06-24 05:49:30 PDT","Cases, Covers & Skins","20349","","","New",,,,,"","US","Does Not Apply","",""
"386911204057",Rose Love Abstract.Red melting rose graphic design Clear Case for iPhone®,Size=iPhone 13 Pro,PF_661144c9862cf_iPhone-13-Pro,"1","FIXED_PRICE","USD",14.0,,,,"0",,,,"Apr-06-24 05:49:30 PDT","Aug-06-24 05:49:30 PDT","Cases, Covers & Skins","20349","","","New",,,,,"","US","Does Not Apply","",""
"386911204057",Rose Love Abstract.Red melting rose graphic design Clear Case for iPhone®,Size=iPhone 13,PF_661144c9862cf_iPhone-13,"1","FIXED_PRICE","USD",14.0,,,,"0",,,,"Apr-06-24 05:49:30 PDT","Aug-06-24 05:49:30 PDT","Cases, Covers & Skins","20349","","","New",,,,,"","US","Does Not Apply","",""
"386911204057",Rose Love Abstract.Red melting rose graphic design Clear Case for iPhone®,Size=iPhone 14 Plus,PF_661144c9862cf_iPhone-14-Plus,"1","FIXED_PRICE","USD",14.0,,,,"0",,,,"Apr-06-24 05:49:30 PDT","Aug-06-24 05:49:30 PDT","Cases, Covers & Skins","20349","","","New",,,,,"","US","Does Not Apply","",""
"386911204057",Rose Love Abstract.Red melting rose graphic design Clear Case for iPhone®,Size=iPhone 14 Pro Max,PF_661144c9862cf_iPhone-14-Pro-Max,"1","FIXED_PRICE","USD",14.0,,,,"0",,,,"Apr-06-24 05:49:30 PDT","Aug-06-24 05:49:30 PDT","Cases, Covers & Skins","20349","","","New",,,,,"","US","Does Not Apply","",""
"386911204057",Rose Love Abstract.Red melting rose graphic design Clear Case for iPhone®,Size=iPhone 14 Pro,PF_661144c9862cf_iPhone-14-Pro,"1","FIXED_PRICE","USD",14.0,,,,"0",,,,"Apr-06-24 05:49:30 PDT","Aug-06-24 05:49:30 PDT","Cases, Covers & Skins","20349","","","New",,,,,"","US","Does Not Apply","",""
"386911204057",Rose Love Abstract.Red melting rose graphic design Clear Case for iPhone®,Size=iPhone 14,PF_661144c9862cf_iPhone-14,"1","FIXED_PRICE","USD",14.0,,,,"0",,,,"Apr-06-24 05:49:30 PDT","Aug-06-24 05:49:30 PDT","Cases, Covers & Skins","20349","","","New",,,,,"","US","Does Not Apply","",""
"386911204057",Rose Love Abstract.Red melting rose graphic design Clear Case for iPhone®,Size=iPhone 15 Plus,PF_661144c9862cf_iPhone-15-Plus,"1","FIXED_PRICE","USD",14.0,,,,"0",,,,"Apr-06-24 05:49:30 PDT","Aug-06-24 05:49:30 PDT","Cases, Covers & Skins","20349","","","New",,,,,"","US","Does Not Apply","",""
"386911204057",Rose Love Abstract.Red melting rose graphic design Clear Case for iPhone®,Size=iPhone 15 Pro Max,PF_661144c9862cf_iPhone-15-Pro-Max,"1","FIXED_PRICE","USD",14.0,,,,"0",,,,"Apr-06-24 05:49:30 PDT","Aug-06-24 05:49:30 PDT","Cases, Covers & Skins","20349","","","New",,,,,"","US","Does Not Apply","",""
"386911204057",Rose Love Abstract.Red melting rose graphic design Clear Case for iPhone®,Size=iPhone 15 Pro,PF_661144c9862cf_iPhone-15-Pro,"1","FIXED_PRICE","USD",14.0,,,,"0",,,,"Apr-06-24 05:49:30 PDT","Aug-06-24 05:49:30 PDT","Cases, Covers & Skins","20349","","","New",,,,,"","US","Does Not Apply","",""
"386911204057",Rose Love Abstract.Red melting rose graphic design Clear Case for iPhone®,Size=iPhone 15,PF_661144c9862cf_iPhone-15,"1","FIXED_PRICE","USD",14.0,,,,"0",,,,"Apr-06-24 05:49:30 PDT","Aug-06-24 05:49:30 PDT","Cases, Covers & Skins","20349","","","New",,,,,"","US","Does Not Apply","",""
"386911204057",Rose Love Abstract.Red melting rose graphic design Clear Case for iPhone®,Size=iPhone 7/8,PF_661144c9862cf_iPhone-7-8,"1","FIXED_PRICE","USD",14.0,,,,"0",,,,"Apr-06-24 05:49:30 PDT","Aug-06-24 05:49:30 PDT","Cases, Covers & Skins","20349","","","New",,,,,"","US","Does Not Apply","",""
"386911204057",Rose Love Abstract.Red melting rose graphic design Clear Case for iPhone®,Size=iPhone SE,PF_661144c9862cf_iPhone-SE,"1","FIXED_PRICE","USD",14.0,,,,"0",,,,"Apr-06-24 05:49:30 PDT","Aug-06-24 05:49:30 PDT","Cases, Covers & Skins","20349","","","New",,,,,"","US","Does Not Apply","",""
"386911204057",Rose Love Abstract.Red melting rose graphic design Clear Case for iPhone®,Size=iPhone X/XS,PF_661144c9862cf_iPhone-X-XS,"1","FIXED_PRICE","USD",14.0,,,,"0",,,,"Apr-06-24 05:49:30 PDT","Aug-06-24 05:49:30 PDT","Cases, Covers & Skins","20349","","","New",,,,,"","US","Does Not Apply","",""
"386911204057",Rose Love Abstract.Red melting rose graphic design Clear Case for iPhone®,Size=iPhone XR,PF_661144c9862cf_iPhone-XR,"1","FIXED_PRICE","USD",14.0,,,,"0",,,,"Apr-06-24 05:49:30 PDT","Aug-06-24 05:49:30 PDT","Cases, Covers & Skins","20349","","","New",,,,,"","US","Does Not Apply","",""
"386912699414",Stained Glass abstract Rainbow Neon high resolution Clear Case for iPhone®,Size=iPhone 11 Pro Max;iPhone 11 Pro;iPhone 11;iPhone 12 mini;iPhone 12 Pro Max;iPhone 12 Pro;iPhone 12;iPhone 13 mini;iPhone 13 Pro Max;iPhone 13 Pro;iPhone 13;iPhone 14 Plus;iPhone 14 Pro Max;iPhone 14 Pro;iPhone 14;iPhone 15 Plus;iPhone 15 Pro Max;iPhone 15 Pro;iPhone 15;iPhone 7/8;iPhone SE;iPhone X/XS;iPhone XR,PF_6612447b9e875_listing,"23","FIXED_PRICE","USD",12.5,,,12.5,"0","","","","Apr-07-24 00:00:24 PDT","Aug-07-24 00:00:24 PDT","Cases, Covers & Skins","20349","","","New","","","","","","US","Does Not Apply","",""
"386912699414",Stained Glass abstract Rainbow Neon high resolution Clear Case for iPhone®,Size=iPhone 11 Pro Max,PF_6612447b9e875_iPhone-11-Pro-Max,"1","FIXED_PRICE","USD",12.5,,,,"0",,,,"Apr-07-24 00:00:24 PDT","Aug-07-24 00:00:24 PDT","Cases, Covers & Skins","20349","","","New",,,,,"","US","Does Not Apply","",""
"386912699414",Stained Glass abstract Rainbow Neon high resolution Clear Case for iPhone®,Size=iPhone 11 Pro,PF_6612447b9e875_iPhone-11-Pro,"1","FIXED_PRICE","USD",12.5,,,,"0",,,,"Apr-07-24 00:00:24 PDT","Aug-07-24 00:00:24 PDT","Cases, Covers & Skins","20349","","","New",,,,,"","US","Does Not Apply","",""
"386912699414",Stained Glass abstract Rainbow Neon high resolution Clear Case for iPhone®,Size=iPhone 11,PF_6612447b9e875_iPhone-11,"1","FIXED_PRICE","USD",12.5,,,,"0",,,,"Apr-07-24 00:00:24 PDT","Aug-07-24 00:00:24 PDT","Cases, Covers & Skins","20349","","","New",,,,,"","US","Does Not Apply","",""
"386912699414",Stained Glass abstract Rainbow Neon high resolution Clear Case for iPhone®,Size=iPhone 12 mini,PF_6612447b9e875_iPhone-12-mini,"1","FIXED_PRICE","USD",12.5,,,,"0",,,,"Apr-07-24 00:00:24 PDT","Aug-07-24 00:00:24 PDT","Cases, Covers & Skins","20349","","","New",,,,,"","US","Does Not Apply","",""
